    # Energy          Si          Mn          Fe          Co          Ni
   -18.11811     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.10811     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.09811     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.08811     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.07811     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.06811     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.05811     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.04811     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.03811     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.02811     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.01811     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.00811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.99811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.98811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.97811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.96811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.95811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.94811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.93811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.92811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.91811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.90811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.89811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.88811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.87811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.86811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.85811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.84811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.83811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.82811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.81811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.80811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.79811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.78811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.77811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.76811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.75811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.74811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.73811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.72811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.71811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.70811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.69811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.68811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.67811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.66811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.65811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.64811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.63811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.62811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.61811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.60811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.59811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.58811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.57811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.56811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.55811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.54811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.53811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.52811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.51811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.50811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.49811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.48811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.47811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.46811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.45811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.44811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.43811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.42811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.41811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.40811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.39811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.38811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.37811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.36811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.35811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.34811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.33811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.32811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.31811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.30811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.29811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.28811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.27811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.26811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.25811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.24811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.23811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.22811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.21811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.20811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.19811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.18811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.17811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.16811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.15811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.14811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.13811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.12811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.11811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.10811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.09811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.08811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.07811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.06811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.05811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.04811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.03811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.02811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.01811     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.00811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.99811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.98811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.97811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.96811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.95811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.94811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.93811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.92811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.91811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.90811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.89811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.88811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.87811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.86811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.85811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.84811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.83811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.82811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.81811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.80811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.79811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.78811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.77811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.76811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.75811     0.00000     0.00000     0.00000     0.00000     0.00000
